Source,Target,Weight
user_015380,user_035195,1
user_015381,user_007214,1
user_015381,user_035060,1
user_015382,user_035431,1
user_015382,user_035014,1
user_015383,user_035195,1
user_015383,user_015907,1
user_015383,user_035051,1
user_015383,user_035973,1
user_015384,user_035102,1
user_015385,user_035889,1
user_015386,user_030277,1
user_015386,user_005792,1
user_015386,user_035195,1
user_015386,user_022397,1
user_015387,user_035085,1
user_015387,user_008105,1
user_015387,user_035354,1
user_015387,user_035132,2
user_015387,user_004563,1
user_015387,user_035096,1
user_015387,user_027576,1
user_015387,user_015376,1
user_015387,user_009001,1
user_015387,user_001491,1
user_015387,user_035101,1
user_015387,user_003069,1
user_015387,user_035020,1
user_015387,user_003668,1
user_015387,user_036696,1
user_015387,user_035087,1
user_015387,user_014076,1
user_015387,user_035175,1
user_015387,user_003254,1
user_015387,user_035029,1
user_015387,user_035306,1
user_015388,user_005929,1
user_015388,user_018558,1
user_015388,user_034104,1
user_015389,user_015907,1
user_015389,user_035010,1
user_015390,user_036705,1
user_015391,user_035051,1
user_015392,user_035014,1
user_015392,user_016033,1
user_015393,user_022979,1
user_015393,user_002126,1
user_015393,user_001768,1
user_015394,user_035198,1
user_015394,user_035062,1
user_015394,user_035197,1
user_015394,user_020711,1
user_015394,user_035029,1
user_015394,user_035105,1
user_015395,user_030277,1
user_015395,user_035195,1
user_015395,user_035104,1
user_015395,user_035007,1
user_015396,user_026103,1
user_015396,user_035032,1
user_015396,user_016014,1
user_015396,user_035067,1
user_015396,user_035094,1
user_015396,user_035023,1
user_015396,user_035031,1
user_015396,user_035250,1
user_015396,user_018201,1
user_015396,user_029391,1
user_015397,user_035050,1
user_015397,user_035978,4
user_015397,user_035367,1
user_015397,user_009975,1
user_015397,user_025057,1
user_015397,user_035110,1
user_015397,user_000211,1
user_015397,user_009901,1
user_015397,user_035253,1
user_015398,user_027159,2
user_015398,user_035132,1
user_015398,user_015907,1
user_015398,user_035020,1
user_015398,user_035064,1
user_015399,user_017657,1
user_015400,user_035067,1
user_015400,user_007215,1
user_015401,user_035505,1
user_015402,user_035011,1
user_015402,user_035885,1
user_015402,user_017665,1
user_015403,user_035105,1
user_015403,user_035127,1
user_015403,user_035015,1
user_015403,user_035198,1
user_015403,user_020711,1
user_015403,user_035133,1
user_015404,user_020711,1
user_015405,user_035068,1
user_015406,user_035014,1
user_015406,user_035069,1
user_015406,user_002126,1
user_015406,user_004563,1
user_015407,user_036211,1
user_015408,user_036093,1
user_015408,user_036446,1
user_015408,user_018486,1
user_015408,user_035293,1
user_015408,user_036500,1
user_015408,user_035332,1
user_015408,user_036144,1
user_015408,user_035011,1
user_015409,user_035352,1
user_015409,user_021059,1
user_015410,user_035889,1
user_015410,user_028070,1
user_015411,user_009001,1
user_015411,user_016110,1
user_015411,user_035011,1
user_015412,user_035198,1
user_015412,user_035060,1
user_015413,user_026103,1
user_015413,user_035250,1
user_015413,user_035152,1
user_015414,user_035787,1
user_015415,user_034104,1
user_015415,user_001768,1
user_015415,user_008592,1
user_015415,user_035777,1
user_015416,user_035238,1
user_015417,user_035195,1
user_015418,user_035014,1
user_015419,user_035029,1
user_015420,user_035079,1
user_015420,user_015376,1
user_015421,user_035014,1
user_015421,user_035104,1
user_015421,user_010453,1
user_015421,user_035193,1
user_015422,user_024912,1
user_015422,user_035170,1
user_015422,user_036940,1
user_015422,user_035162,1
user_015423,user_035232,1
user_015423,user_023543,1
user_015424,user_002902,1
user_015424,user_006046,1
user_015425,user_011216,1
user_015425,user_009975,1
user_015425,user_022726,1
user_015425,user_035113,1
user_015426,user_035301,1
user_015426,user_002071,1
user_015426,user_035586,1
user_015427,user_035195,1
user_015427,user_035076,1
user_015428,user_014732,5
user_015428,user_009513,1
user_015428,user_009936,2
user_015428,user_036940,1
user_015428,user_035349,1
user_015428,user_035162,1
user_015428,user_035039,1
user_015428,user_035170,2
user_015428,user_035348,2
user_015428,user_035320,1
user_015428,user_035069,1
user_015428,user_035352,1
user_015428,user_011037,1
user_015429,user_035258,1
user_015429,user_036303,1
user_015430,user_036996,1
user_015431,user_035010,1
user_015432,user_035302,1
user_015433,user_008941,2
user_015434,user_036946,1
user_015435,user_035889,1
user_015435,user_035585,1
user_015436,user_035050,1
user_015436,user_022979,1
user_015437,user_035183,1
user_015437,user_026018,1
user_015438,user_035904,1
user_015439,user_035198,1
user_015439,user_035085,1
user_015440,user_035007,1
user_015440,user_035096,1
user_015441,user_023543,2
user_015441,user_035667,1
user_015441,user_017391,1
user_015442,user_015376,1
user_015443,user_035352,1
user_015443,user_021059,1
user_015444,user_035264,1
user_015444,user_015376,1
user_015444,user_035060,1
user_015445,user_036136,1
user_015446,user_035198,1
user_015446,user_035016,1
user_015447,user_035056,4
user_015448,user_015376,1
user_015448,user_037016,1
user_015449,user_035182,1
user_015449,user_026100,1
user_015449,user_035076,1
user_015450,user_035014,1
user_015450,user_022979,1
user_015450,user_005929,1
user_015451,user_035195,1
user_015451,user_035330,1
user_015452,user_035014,1
user_015452,user_022979,1
user_015453,user_011788,1
user_015453,user_034104,1
user_015454,user_035011,1
user_015454,user_035072,1
user_015454,user_035105,1
user_015454,user_035168,1
user_015454,user_035007,1
user_015454,user_035234,1
user_015454,user_035016,1
user_015454,user_035127,1
user_015454,user_035015,1
user_015455,user_012713,1
user_015455,user_035060,1
user_015456,user_035067,1
user_015456,user_006672,1
user_015457,user_035407,1
user_015457,user_037017,1
user_015458,user_000450,1
user_015458,user_005929,1
user_015458,user_035056,1
user_015458,user_035060,1
user_015458,user_010788,1
user_015459,user_035105,1
user_015459,user_035063,1
user_015460,user_035014,1
user_015460,user_018512,1
user_015461,user_035105,1
user_015461,user_035072,1
user_015462,user_035498,1
user_015462,user_035011,1
user_015462,user_004344,1
user_015462,user_035070,1
user_015463,user_036471,1
user_015464,user_035078,1
user_015464,user_035090,1
user_015465,user_035138,1
user_015466,user_036640,1
user_015467,user_035012,1
user_015467,user_022979,1
user_015468,user_035407,1
user_015469,user_035014,1
user_015470,user_035195,1
user_015470,user_036004,1
user_015470,user_035078,1
user_015470,user_035299,1
user_015471,user_035319,1
user_015471,user_018558,1
user_015472,user_025835,1
user_015473,user_035349,1
user_015473,user_027090,2
user_015473,user_035352,1
user_015474,user_017300,1
user_015475,user_035051,1
user_015475,user_035195,1
user_015475,user_035020,1
user_015475,user_035105,1
user_015475,user_036416,1
user_015476,user_037018,1
user_015477,user_022979,1
user_015478,user_001768,1
user_015478,user_024209,1
user_015479,user_035020,1
user_015479,user_035211,1
user_015479,user_035019,1
user_015479,user_004563,1
user_015479,user_035007,1
user_015479,user_035235,1
user_015479,user_006046,1
user_015479,user_013817,1
user_015479,user_035210,1
user_015480,user_037019,1
user_015480,user_036931,1
user_015481,user_035195,1
user_015482,user_036485,1
user_015482,user_035288,1
user_015483,user_021059,1
user_015483,user_035104,1
user_015483,user_013103,3
user_015483,user_035071,1
user_015483,user_034104,1
user_015483,user_035105,1
user_015483,user_001768,1
user_015483,user_035625,1
user_015483,user_035016,1
user_015483,user_035014,1
user_015483,user_035076,1
user_015484,user_035728,1
user_015484,user_035060,1
user_015485,user_002252,1
user_015486,user_035195,1
user_015487,user_035672,1
user_015488,user_001768,1
user_015489,user_008105,1
user_015489,user_035013,1
user_015490,user_035409,1
user_015490,user_035072,1
user_015490,user_035060,1
user_015491,user_035195,3
user_015491,user_035105,1
user_015491,user_035020,1
user_015491,user_035016,1
user_015491,user_035210,1
user_015491,user_035029,1
user_015491,user_035072,1
user_015491,user_007504,1
user_015491,user_010788,1
user_015491,user_035198,1
user_015491,user_035009,1
user_015492,user_035195,1
user_015492,user_035007,1
user_015492,user_004563,1
user_015492,user_031136,1
user_015492,user_011556,1
user_015492,user_035299,2
user_015492,user_036259,1
user_015492,user_035208,2
user_015492,user_023336,1
user_015492,user_035078,1
user_015492,user_036985,1
user_015492,user_036371,1
user_015493,user_008328,1
user_015493,user_035045,1
user_015494,user_035386,1
user_015494,user_003453,1
user_015495,user_035105,1
user_015495,user_036230,1
user_015496,user_035069,1
user_015496,user_015376,1
user_015496,user_002252,1
user_015496,user_035195,1
user_015496,user_035429,1
user_015496,user_035014,1
user_015496,user_034104,2
user_015496,user_035011,1
user_015496,user_004344,1
user_015496,user_017001,1
user_015496,user_035044,1
user_015496,user_015106,1
user_015496,user_022979,1
user_015496,user_035078,1
user_015496,user_035090,1
user_015496,user_006046,1
user_015496,user_010453,1
user_015496,user_030636,1
user_015496,user_035300,1
user_015496,user_000301,1
user_015497,user_012914,2
user_015497,user_035249,1
user_015497,user_035884,1
user_015497,user_008001,1
user_015497,user_035052,1
user_015498,user_035542,1
user_015498,user_035195,2
user_015498,user_016842,1
user_015499,user_035889,1
user_015500,user_012589,1
user_015500,user_035132,1
user_015500,user_035087,1
user_015500,user_035029,1
user_015501,user_035479,2
user_015501,user_035536,1
user_015502,user_022979,2
user_015502,user_008001,1
user_015502,user_035110,1
user_015502,user_035011,1
user_015502,user_035118,1
user_015503,user_035051,1
user_015503,user_031125,1
user_015503,user_016033,1
user_015503,user_002252,1
user_015504,user_036126,1
user_015505,user_035044,1
user_015505,user_005929,1
user_015506,user_035176,1
user_015506,user_035072,1
user_015507,user_035197,1
user_015507,user_035063,2
user_015508,user_025835,1
user_015508,user_035163,1
user_015509,user_035051,1
user_015509,user_005792,1
user_015510,user_035195,1
user_015510,user_035014,1
user_015510,user_035096,1
user_015510,user_026496,1
user_015510,user_004522,1
user_015510,user_035339,1
user_015511,user_035067,2
user_015511,user_001538,2
user_015511,user_035240,3
user_015511,user_035478,5
user_015511,user_035474,1
user_015511,user_018598,2
user_015511,user_035241,1
user_015511,user_011695,1
user_015511,user_035867,1
user_015511,user_014641,1
user_015511,user_035912,1
user_015511,user_035911,1
user_015511,user_036359,1
user_015512,user_035889,1
user_015513,user_035195,1
user_015513,user_035166,1
user_015514,user_027470,1
user_015515,user_035020,1
user_015516,user_036221,2
user_015517,user_010615,1
user_015517,user_008001,1
user_015517,user_002975,1
user_015517,user_035528,1
user_015517,user_000211,1
user_015518,user_036556,1
user_015518,user_018712,1
user_015519,user_010989,1
user_015520,user_035014,1
user_015521,user_035316,1
user_015521,user_035195,1
user_015522,user_021059,1
user_015522,user_035320,2
user_015522,user_024912,1
user_015523,user_035628,1
user_015523,user_006092,1
user_015523,user_035067,1
user_015523,user_035495,1
user_015523,user_035405,1
user_015523,user_035136,1
user_015524,user_036211,1
user_015524,user_035506,1
user_015524,user_035060,1
user_015525,user_035416,2
user_015525,user_035415,1
user_015525,user_035349,1
user_015526,user_035020,1
user_015526,user_010788,1
user_015527,user_035014,1
user_015527,user_036214,1
user_015528,user_035199,1
user_015528,user_035195,1
user_015529,user_035195,1
user_015529,user_035517,1
user_015530,user_035040,1
user_015531,user_015376,1
user_015531,user_035007,1
user_015531,user_035044,1
user_015531,user_035328,1
user_015532,user_036053,1
user_015533,user_035046,1
user_015534,user_035051,1
user_015535,user_008001,1
user_015535,user_035082,1
user_015535,user_035820,1
user_015536,user_035195,1
user_015537,user_035067,1
user_015538,user_035090,1
user_015538,user_035210,1
user_015538,user_035060,1
user_015538,user_035018,1
user_015539,user_005929,1
user_015539,user_002554,1
user_015539,user_037001,1
user_015539,user_035880,1
user_015540,user_035183,1
user_015540,user_026103,1
user_015541,user_019924,1
user_015541,user_036203,1
user_015542,user_035056,1
user_015543,user_035854,1
user_015543,user_036129,1
user_015544,user_036497,1
user_015544,user_035105,1
user_015545,user_035302,1
user_015546,user_008001,1
user_015546,user_000211,1
user_015547,user_022979,2
user_015548,user_035682,1
user_015548,user_035240,1
user_015548,user_035186,1
user_015549,user_035171,1
user_015549,user_036053,1
user_015549,user_035634,1
user_015550,user_015376,1
user_015551,user_035105,1
user_015551,user_035195,1
user_015551,user_015907,1
user_015552,user_005929,1
user_015553,user_002252,2
user_015553,user_035815,1
user_015553,user_037013,1
user_015554,user_035899,1
user_015555,user_035105,1
user_015555,user_004522,1
user_015556,user_035014,1
user_015557,user_035007,1
user_015557,user_035847,1
user_015558,user_000450,1
user_015558,user_035044,1
user_015558,user_035300,1
user_015558,user_017391,1
user_015559,user_035250,5
user_015559,user_035032,1
user_015559,user_009990,5
user_015559,user_035953,1
user_015559,user_035153,1
user_015559,user_035930,1
user_015559,user_036193,1
user_015559,user_035285,1
user_015559,user_035338,1
user_015559,user_035960,1
user_015559,user_035646,1
user_015559,user_026103,1
user_015559,user_035751,1
user_015559,user_035281,1
user_015560,user_035441,1
user_015560,user_004522,1
user_015560,user_035257,1
user_015560,user_035354,1
user_015561,user_005792,2
user_015561,user_035207,1
user_015561,user_006046,1
user_015561,user_035617,1
user_015561,user_035497,1
user_015561,user_035452,1
user_015561,user_008105,1
user_015561,user_035014,1
user_015561,user_013817,1
user_015561,user_008941,8
user_015561,user_035072,2
user_015561,user_035300,1
user_015561,user_035063,1
user_015561,user_035007,1
user_015561,user_035046,2
user_015561,user_035176,1
user_015561,user_004344,1
user_015561,user_007504,1
user_015561,user_011487,1
user_015561,user_035291,1
user_015561,user_035409,1
user_015561,user_035306,1
user_015561,user_024580,2
user_015561,user_035029,1
user_015561,user_002071,2
user_015561,user_035102,1
user_015561,user_035168,1
user_015561,user_035625,1
user_015561,user_020711,1
user_015561,user_035096,1
user_015561,user_035020,1
user_015561,user_035105,2
user_015561,user_035210,1
user_015561,user_035015,1
user_015561,user_035127,1
user_015561,user_035195,1
user_015561,user_035354,1
user_015561,user_035016,1
user_015561,user_010788,1
user_015561,user_035180,1
user_015561,user_025082,1
user_015561,user_035174,1
user_015561,user_007215,1
user_015561,user_015561,2
user_015561,user_035208,2
user_015561,user_010276,1
user_015561,user_035385,1
user_015561,user_001839,1
user_015561,user_035133,1
user_015561,user_035234,1
user_015561,user_035062,1
user_015561,user_008803,1
user_015561,user_035908,1
user_015561,user_036783,1
user_015561,user_036858,1
user_015561,user_021601,1
user_015561,user_010155,1
user_015561,user_030636,1
user_015561,user_035177,1
user_015561,user_035011,1
user_015561,user_009001,1
user_015562,user_035409,1
user_015562,user_035046,1
user_015563,user_035409,1
user_015563,user_001253,1
user_015564,user_035349,1
user_015564,user_035090,1
user_015564,user_002126,1
user_015564,user_004344,1
user_015564,user_035039,1
user_015564,user_002252,1
user_015564,user_035441,1
user_015565,user_035132,1
user_015565,user_008328,1
user_015565,user_035009,1
user_015565,user_035096,1
user_015565,user_007246,1
user_015565,user_035087,1
user_015566,user_036684,1
user_015567,user_012589,1
user_015567,user_035011,1
user_015568,user_022979,1
user_015568,user_035805,1
user_015569,user_035011,1
user_015569,user_035039,1
user_015570,user_015376,1
user_015570,user_035063,1
user_015571,user_036348,1
user_015572,user_021059,1
user_015572,user_011766,1
user_015573,user_018558,1
user_015574,user_002252,1
user_015574,user_037020,1
user_015574,user_035081,1
user_015574,user_035071,1
user_015575,user_035993,2
user_015575,user_036569,1
user_015575,user_035407,1
user_015575,user_035039,1
user_015576,user_002126,1
user_015576,user_007214,1
user_015576,user_036007,1
user_015577,user_001960,1
user_015577,user_035723,1
user_015577,user_035170,1
user_015577,user_035162,1
user_015577,user_035673,1
user_015578,user_016110,1
user_015578,user_015907,1
user_015578,user_001768,1
user_015579,user_035010,1
user_015580,user_035051,1
user_015581,user_010989,1
user_015581,user_015301,1
user_015582,user_035195,3
user_015582,user_035008,1
user_015583,user_035155,1
user_015583,user_007215,1
user_015583,user_035137,1
user_015584,user_035014,1
user_015584,user_015376,1
user_015584,user_035011,1
user_015584,user_017001,1
user_015585,user_035051,1
user_015585,user_012386,1
user_015585,user_035056,1
user_015585,user_004344,1
user_015586,user_005929,1
user_015586,user_027728,1
user_015587,user_000450,1
user_015588,user_006046,2
user_015588,user_035132,2
user_015588,user_001099,1
user_015589,user_022979,1
user_015589,user_035060,1
user_015590,user_035067,1
user_015590,user_035842,1
user_015590,user_035031,1
user_015590,user_036883,1
user_015591,user_036367,1
user_015592,user_035020,1
user_015592,user_035029,1
user_015593,user_033133,4
user_015593,user_026103,1
user_015593,user_035052,1
user_015593,user_035032,1
user_015593,user_025883,1
user_015593,user_035152,1
user_015593,user_007186,1
user_015594,user_022979,1
user_015594,user_035014,1
user_015595,user_035067,1
user_015595,user_035139,1
user_015595,user_035137,1
user_015595,user_035930,1
user_015596,user_008105,1
user_015596,user_035016,1
user_015596,user_035007,1
user_015596,user_035048,1
user_015596,user_008941,1
user_015596,user_035176,1
user_015596,user_001839,1
user_015597,user_036058,1
user_015598,user_034104,1
user_015598,user_035082,1
user_015599,user_035956,1
user_015599,user_035404,1
user_015600,user_036895,1
user_015600,user_022726,1
user_015601,user_035259,1
user_015601,user_035082,1
user_015601,user_036699,1
user_015602,user_035020,1
user_015602,user_004563,1
user_015602,user_035013,1
user_015602,user_020268,1
user_015602,user_011939,1
user_015602,user_015602,5
user_015602,user_036417,1
user_015602,user_021851,1
user_015602,user_035231,1
user_015602,user_035011,1
user_015602,user_011487,1
user_015603,user_026103,1
user_015604,user_035259,1
user_015604,user_036557,1
user_015605,user_035805,1
user_015606,user_035896,1
user_015607,user_035020,1
user_015607,user_035007,1
user_015607,user_031136,1
user_015607,user_015907,1
user_015607,user_035062,4
user_015607,user_035235,1
user_015607,user_035598,1
user_015607,user_034928,1
user_015607,user_035328,1
user_015607,user_035127,1
user_015607,user_035179,1
user_015607,user_035423,1
user_015607,user_035060,1
user_015608,user_035071,1
user_015609,user_036517,1
user_015609,user_035349,1
user_015610,user_035071,1
user_015610,user_007214,1
user_015610,user_035173,1
user_015610,user_021817,1
user_015611,user_036160,2
user_015611,user_003306,1
user_015611,user_035032,1
user_015611,user_035628,1
user_015611,user_035842,1
user_015611,user_035067,1
user_015611,user_016014,1
user_015611,user_035395,1
user_015611,user_007060,1
user_015612,user_025883,1
user_015613,user_035071,1
user_015613,user_035014,1
user_015614,user_035225,1
user_015614,user_035628,1
user_015615,user_035132,1
user_015615,user_000214,1
user_015616,user_035736,1
user_015616,user_036185,1
user_015617,user_035628,1
user_015617,user_035406,2
user_015617,user_035404,1
user_015617,user_035405,1
user_015618,user_035020,1
user_015618,user_022942,1
user_015618,user_035210,1
user_015619,user_036461,1
user_015619,user_037021,1
user_015619,user_035195,1
user_015619,user_037022,1
user_015620,user_035182,1
user_015620,user_035187,1
user_015620,user_035226,1
user_015621,user_035014,1
user_015621,user_035409,1
user_015622,user_035195,1
user_015622,user_012926,1
user_015623,user_035051,1
user_015623,user_035044,1
user_015624,user_026103,1
user_015624,user_035377,1
user_015624,user_035182,1
user_015625,user_035499,1
user_015625,user_035528,1
user_015626,user_035321,1
user_015627,user_035815,1
user_015628,user_035542,1
user_015628,user_008328,1
user_015628,user_035015,1
user_015628,user_035060,1
user_015628,user_035177,1
user_015628,user_035409,1
user_015629,user_035044,1
user_015629,user_035691,1
user_015630,user_035257,1
user_015631,user_035014,1
user_015631,user_035162,1
user_015631,user_024912,1
user_015632,user_036883,1
user_015633,user_002126,1
user_015633,user_003668,1
user_015633,user_035195,1
user_015633,user_035340,1
user_015633,user_000896,1
user_015633,user_020711,1
user_015633,user_035018,1
user_015634,user_002252,1
user_015634,user_035014,1
user_015634,user_036526,1
user_015634,user_018558,1
user_015634,user_035096,1
user_015635,user_017300,1
user_015635,user_035079,1
user_015635,user_001768,1
user_015635,user_035014,1
user_015636,user_007215,1
user_015636,user_035377,1
user_015636,user_036941,1
user_015636,user_035155,1
user_015636,user_009105,1
user_015636,user_035032,5
user_015637,user_036107,1
user_015638,user_016707,1
user_015638,user_015950,1
user_015639,user_020711,1
user_015639,user_015376,1
user_015640,user_035599,1
user_015640,user_035081,1
user_015640,user_036338,1
user_015640,user_036387,1
user_015641,user_034104,1
user_015641,user_035014,1
user_015642,user_035628,1
user_015642,user_035262,1
user_015642,user_036426,1
user_015642,user_035023,1
user_015642,user_035067,1
user_015642,user_035225,1
user_015643,user_035032,1
user_015643,user_035067,1
user_015644,user_035046,1
user_015644,user_035476,1
user_015645,user_035890,1
user_015646,user_035211,1
user_015647,user_035352,1
user_015647,user_035014,1
user_015648,user_035889,1
user_015649,user_036350,1
user_015650,user_033039,1
user_015650,user_036632,1
user_015651,user_008001,1
user_015651,user_035007,1
user_015651,user_022979,1
user_015651,user_009901,1
user_015652,user_035010,1
user_015653,user_005929,1
user_015653,user_035052,1
user_015653,user_035051,1
user_015654,user_035007,1
user_015654,user_010788,1
user_015654,user_035062,1
user_015654,user_016842,1
user_015654,user_035105,1
user_015654,user_035072,1
user_015654,user_035973,1
user_015655,user_020711,1
user_015655,user_007246,1
user_015655,user_035010,1
user_015656,user_035770,1
user_015656,user_036126,2
user_015656,user_036044,1
user_015656,user_035599,1
user_015656,user_036046,3
user_015656,user_035757,1
user_015656,user_036660,1
user_015656,user_035535,1
user_015656,user_036194,1
user_015656,user_025667,1
user_015656,user_035080,1
user_015657,user_035063,1
user_015657,user_015376,2
user_015657,user_035132,1
user_015657,user_035542,1
user_015657,user_004344,1
user_015658,user_026103,1
user_015659,user_035039,1
user_015659,user_002252,1
user_015660,user_035046,1
user_015660,user_011487,1
user_015660,user_016033,1
user_015660,user_035029,1
user_015660,user_035133,1
user_015660,user_009001,1
user_015661,user_008328,1
user_015661,user_023543,1
user_015661,user_035102,10
user_015661,user_035198,1
user_015661,user_035105,1
user_015661,user_035038,1
user_015661,user_027470,1
user_015661,user_035047,1
user_015662,user_035214,1
user_015662,user_005929,1
user_015663,user_007214,1
user_015663,user_035441,1
user_015663,user_035014,1
user_015663,user_035612,1
user_015664,user_035349,2
user_015664,user_035422,1
user_015664,user_035971,1
user_015664,user_001435,1
user_015665,user_036887,1
user_015666,user_035011,1
user_015666,user_035071,1
user_015667,user_026103,1
user_015667,user_035137,1
user_015668,user_035889,1
user_015669,user_035197,1
user_015669,user_035176,1
user_015669,user_035195,1
user_015670,user_035067,1
user_015670,user_035032,1
user_015671,user_035195,1
user_015671,user_035013,1
user_015672,user_035121,1
user_015672,user_004344,1
user_015672,user_035127,1
user_015672,user_000993,1
user_015673,user_035014,1
user_015673,user_035517,1
user_015674,user_018201,1
user_015675,user_035466,1
user_015675,user_035889,1
user_015676,user_035132,1
user_015676,user_035192,1
user_015676,user_035102,1
user_015677,user_035051,1
user_015678,user_036346,1
user_015678,user_035225,1
user_015679,user_036116,1
user_015679,user_035132,1
user_015680,user_035992,1
user_015680,user_011765,1
user_015681,user_035086,1
user_015681,user_035029,1
user_015681,user_035309,1
user_015681,user_021982,1
user_015682,user_022979,1
user_015682,user_035014,1
user_015683,user_035419,1
user_015683,user_036063,1
user_015683,user_035076,1
user_015684,user_035056,1
user_015684,user_035071,1
user_015685,user_035031,1
user_015686,user_001768,3
user_015686,user_035090,1
user_015686,user_002975,1
user_015686,user_004522,1
user_015687,user_035020,1
user_015687,user_008328,1
user_015687,user_035014,1
user_015688,user_035020,1
user_015688,user_036980,1
user_015688,user_035566,1
user_015688,user_035848,1
user_015689,user_035046,1
user_015689,user_035635,1
user_015690,user_035931,1
user_015690,user_035535,1
user_015690,user_029391,1
user_015691,user_035011,1
user_015692,user_035105,1
user_015692,user_035409,1
user_015693,user_035452,1
user_015693,user_035014,1
user_015693,user_035195,1
user_015694,user_015376,1
user_015694,user_035007,1
user_015695,user_035349,1
user_015695,user_035719,1
user_015696,user_035717,1
user_015696,user_035298,1
user_015697,user_022979,1
user_015698,user_035320,1
user_015698,user_035963,1
user_015698,user_036524,1
user_015699,user_036147,1
user_015699,user_035020,1
user_015700,user_014512,1
user_015701,user_018558,1
user_015701,user_035014,1
user_015701,user_035079,1
user_015702,user_035153,1
user_015702,user_026103,1
user_015702,user_035239,1
user_015703,user_008328,1
user_015703,user_016110,1
user_015703,user_013817,1
user_015704,user_014732,1
user_015705,user_035170,3
user_015705,user_014732,2
user_015705,user_035674,1
user_015706,user_035037,1
user_015707,user_002192,1
user_015707,user_035173,1
user_015707,user_009001,1
user_015708,user_005929,1
user_015708,user_035132,1
user_015709,user_028070,1
user_015709,user_015762,1
user_015710,user_035524,1
user_015711,user_035063,1
user_015711,user_036621,1
user_015711,user_036266,1
user_015712,user_022979,1
user_015713,user_035285,1
user_015713,user_035094,1
user_015713,user_035960,1
user_015713,user_026100,1
user_015714,user_036778,1
user_015714,user_037023,1
user_015715,user_035014,1
user_015715,user_035007,1
user_015715,user_035195,1
user_015715,user_035026,1
user_015715,user_035328,1
user_015716,user_015376,1
user_015716,user_036518,1
user_015717,user_006347,1
user_015717,user_035031,1
user_015717,user_035482,1
user_015718,user_035195,1
user_015719,user_000301,1
user_015719,user_016116,2
user_015719,user_000647,2
user_015719,user_019758,1
user_015719,user_006047,1
user_015719,user_001795,2
user_015719,user_035039,1
user_015719,user_035011,1
user_015719,user_013193,2
user_015719,user_018501,1
user_015720,user_036461,1
user_015721,user_035010,1
user_015722,user_035713,1
user_015722,user_035060,1
user_015722,user_013817,1
user_015723,user_003254,1
user_015723,user_035044,1
user_015724,user_035889,1
user_015724,user_036703,1
user_015725,user_035966,1
user_015725,user_014732,1
user_015725,user_035352,1
user_015725,user_035438,1
user_015725,user_034104,1
user_015725,user_004344,1
user_015725,user_035020,1
user_015725,user_015376,1
user_015725,user_035070,1
user_015725,user_035322,1
user_015725,user_035349,1
user_015726,user_035195,1
user_015726,user_035056,1
user_015727,user_035195,2
user_015727,user_035300,1
user_015727,user_035298,1
user_015728,user_025835,1
user_015728,user_035195,1
user_015728,user_036004,1
user_015729,user_035628,1
user_015729,user_035404,2
user_015729,user_035406,1
user_015729,user_035067,1
user_015729,user_037024,1
user_015729,user_036091,1
user_015729,user_035405,1
user_015730,user_035352,1
user_015730,user_036364,1
user_015730,user_035320,1
user_015730,user_035014,1
user_015730,user_035409,1
user_015730,user_035407,1
user_015730,user_014732,2
user_015730,user_035264,1
user_015730,user_035322,1
user_015730,user_035050,1
user_015730,user_021817,1
user_015730,user_035104,1
user_015730,user_035617,1
user_015730,user_036106,1
user_015730,user_035217,1
user_015730,user_035674,1
user_015730,user_011766,1
user_015730,user_036126,1
user_015730,user_035300,1
user_015730,user_000424,1
user_015730,user_036352,1
user_015730,user_014076,1
user_015730,user_037025,1
user_015730,user_036706,1
user_015730,user_035667,2
user_015730,user_017391,1
user_015730,user_036217,1
user_015730,user_027470,1
user_015730,user_011706,1
user_015730,user_035411,1
user_015730,user_023543,2
user_015730,user_036110,2
user_015730,user_035327,1
user_015730,user_019758,1
user_015730,user_035664,1
user_015730,user_037026,1
user_015730,user_035060,1
user_015730,user_035105,1
user_015730,user_035988,6
user_015731,user_035132,1
user_015731,user_006046,2
user_015731,user_035171,1
user_015731,user_030598,1
user_015731,user_035085,1
user_015732,user_035418,2
user_015732,user_021909,1
user_015732,user_035195,2
user_015733,user_008001,1
user_015734,user_035014,1
user_015734,user_035344,1
user_015735,user_006046,3
user_015735,user_007246,2
user_015735,user_035052,1
user_015736,user_035051,1
user_015736,user_033160,1
user_015736,user_005929,1
user_015737,user_005929,1
user_015737,user_015560,1
user_015738,user_035014,1
user_015738,user_035010,1
user_015739,user_035198,1
user_015739,user_035437,1
user_015740,user_001967,1
user_015740,user_005929,1
user_015741,user_035195,1
user_015742,user_035308,1
user_015743,user_035011,2
user_015743,user_036285,1
user_015743,user_016496,1
user_015743,user_017300,1
user_015743,user_007724,1
user_015744,user_035032,1
user_015744,user_035473,1
user_015744,user_035066,1
user_015744,user_036289,1
user_015744,user_036378,1
user_015744,user_035359,1
user_015745,user_015984,1
user_015745,user_037027,1
user_015745,user_035873,1
user_015745,user_036002,1
user_015745,user_033538,1
user_015746,user_035014,1
user_015747,user_035051,1
user_015748,user_010989,1
user_015748,user_015301,1
user_015748,user_035197,1
user_015749,user_035052,1
user_015749,user_022979,1
user_015749,user_023543,1
user_015749,user_035360,1
user_015749,user_035441,1
user_015749,user_035667,1
user_015749,user_024455,1
