Source,Target,Weight
user_005016,user_030636,1
user_005016,user_035016,1
user_005017,user_035090,1
user_005018,user_020711,1
user_005018,user_024229,1
user_005018,user_035085,1
user_005018,user_035340,1
user_005018,user_035173,1
user_005018,user_035047,1
user_005018,user_010788,1
user_005019,user_035624,1
user_005020,user_034104,2
user_005020,user_035039,1
user_005020,user_021817,1
user_005020,user_035069,1
user_005021,user_032106,1
user_005021,user_035071,1
user_005021,user_036137,1
user_005021,user_035316,1
user_005021,user_035011,1
user_005021,user_005929,1
user_005021,user_035444,1
user_005021,user_036386,1
user_005022,user_035056,1
user_005022,user_020511,1
user_005023,user_035362,1
user_005024,user_004563,2
user_005024,user_035028,1
user_005024,user_006259,1
user_005024,user_035075,1
user_005024,user_035029,1
user_005024,user_035303,1
user_005024,user_035058,1
user_005024,user_035181,1
user_005024,user_035195,1
user_005025,user_035264,1
user_005025,user_035104,1
user_005026,user_002126,1
user_005026,user_000301,2
user_005026,user_035011,1
user_005027,user_007060,2
user_005027,user_035395,1
user_005027,user_036321,1
user_005027,user_035240,1
user_005027,user_035241,1
user_005027,user_035637,1
user_005028,user_021059,1
user_005028,user_035090,1
user_005029,user_034104,1
user_005029,user_035162,1
user_005029,user_007246,1
user_005029,user_035421,1
user_005029,user_035011,1
user_005030,user_026103,1
user_005030,user_035911,1
user_005031,user_000214,1
user_005031,user_035020,1
user_005032,user_035290,1
user_005032,user_035069,1
user_005032,user_035063,3
user_005032,user_020711,1
user_005032,user_001768,1
user_005032,user_034104,1
user_005032,user_035044,3
user_005032,user_035163,1
user_005032,user_035011,1
user_005032,user_035042,1
user_005032,user_004522,1
user_005032,user_035517,1
user_005032,user_035856,1
user_005032,user_035014,1
user_005033,user_027159,2
user_005033,user_035207,1
user_005034,user_035294,1
user_005035,user_001768,1
user_005036,user_001768,1
user_005037,user_001768,1
user_005037,user_035264,1
user_005037,user_015376,2
user_005037,user_035008,1
user_005037,user_034104,2
user_005037,user_035214,1
user_005037,user_018558,2
user_005037,user_008592,1
user_005037,user_002252,1
user_005037,user_010776,1
user_005037,user_018501,1
user_005037,user_004344,1
user_005037,user_035015,1
user_005037,user_036387,1
user_005038,user_035182,1
user_005038,user_035067,3
user_005038,user_035066,1
user_005038,user_026103,1
user_005038,user_035395,1
user_005038,user_035032,1
user_005039,user_035011,1
user_005039,user_009001,1
user_005039,user_004563,1
user_005040,user_035799,1
user_005040,user_002071,1
user_005040,user_035007,1
user_005040,user_035028,1
user_005040,user_007504,1
user_005040,user_035590,1
user_005040,user_035078,1
user_005040,user_011114,1
user_005040,user_009001,1
user_005041,user_035013,1
user_005041,user_035060,1
user_005042,user_035037,1
user_005043,user_035222,1
user_005043,user_035759,1
user_005043,user_036193,1
user_005043,user_036345,1
user_005044,user_035624,1
user_005044,user_035105,1
user_005045,user_035052,1
user_005045,user_001488,1
user_005046,user_035151,1
user_005046,user_035067,3
user_005046,user_007186,1
user_005046,user_035094,1
user_005046,user_026103,1
user_005046,user_035032,2
user_005046,user_035066,1
user_005046,user_035757,1
user_005046,user_007215,1
user_005046,user_035953,1
user_005046,user_035930,1
user_005046,user_035482,1
user_005046,user_035187,1
user_005047,user_035011,1
user_005048,user_004563,2
user_005048,user_035013,1
user_005048,user_035020,1
user_005048,user_009001,1
user_005048,user_020711,1
user_005048,user_011939,1
user_005048,user_035355,2
user_005048,user_008941,1
user_005048,user_035132,1
user_005048,user_035038,1
user_005048,user_035014,1
user_005048,user_036353,1
user_005048,user_013817,1
user_005048,user_035046,1
user_005048,user_035016,1
user_005049,user_035182,1
user_005049,user_026103,1
user_005050,user_002252,1
user_005051,user_035011,1
user_005051,user_035056,1
user_005052,user_015376,1
user_005052,user_001561,1
user_005052,user_035144,1
user_005052,user_035486,1
user_005052,user_008842,2
user_005052,user_008001,1
user_005052,user_022979,1
user_005052,user_020711,1
user_005052,user_035211,1
user_005052,user_035967,1
user_005053,user_035094,1
user_005053,user_035471,1
user_005053,user_035152,1
user_005053,user_035066,1
user_005053,user_007215,1
user_005053,user_013734,1
user_005053,user_035067,1
user_005053,user_035228,1
user_005053,user_029391,1
user_005054,user_035075,1
user_005054,user_036118,1
user_005054,user_020711,1
user_005054,user_007246,1
user_005054,user_035013,1
user_005054,user_035207,1
user_005054,user_011939,2
user_005054,user_035047,1
user_005054,user_035097,1
user_005054,user_008105,1
user_005054,user_035436,1
user_005054,user_035008,1
user_005054,user_035102,2
user_005054,user_007504,1
user_005054,user_013542,1
user_005054,user_015376,2
user_005054,user_035020,1
user_005054,user_032029,1
user_005054,user_035029,2
user_005054,user_035026,1
user_005054,user_001967,1
user_005054,user_035229,1
user_005054,user_035452,1
user_005054,user_012589,1
user_005054,user_001768,1
user_005054,user_035235,1
user_005054,user_035312,1
user_005054,user_035064,1
user_005054,user_035171,1
user_005054,user_013817,1
user_005054,user_035209,1
user_005054,user_021603,1
user_005054,user_035009,1
user_005054,user_025082,1
user_005054,user_035096,1
user_005054,user_035046,1
user_005054,user_010788,1
user_005054,user_030636,1
user_005054,user_035048,1
user_005054,user_021994,1
user_005055,user_001839,1
user_005055,user_007246,1
user_005055,user_025082,1
user_005056,user_034104,1
user_005056,user_035068,1
user_005056,user_036388,1
user_005056,user_036389,1
user_005056,user_007214,3
user_005056,user_035110,1
user_005056,user_035214,1
user_005056,user_036116,1
user_005056,user_000956,1
user_005056,user_014296,1
user_005057,user_035026,1
user_005057,user_016110,1
user_005058,user_035160,1
user_005058,user_035688,1
user_005058,user_022979,1
user_005058,user_036020,1
user_005059,user_036327,1
user_005060,user_035185,1
user_005060,user_035152,1
user_005060,user_026103,1
user_005060,user_035711,1
user_005060,user_035031,1
user_005061,user_035007,2
user_005061,user_035016,1
user_005062,user_035007,1
user_005063,user_035523,1
user_005064,user_035103,1
user_005064,user_035085,1
user_005065,user_034104,1
user_005065,user_004344,1
user_005066,user_035535,1
user_005067,user_035294,1
user_005068,user_002126,1
user_005068,user_035039,1
user_005068,user_035833,1
user_005068,user_036205,1
user_005068,user_035324,1
user_005069,user_035211,1
user_005069,user_000301,1
user_005069,user_034104,1
user_005069,user_035747,1
user_005069,user_035412,1
user_005069,user_035069,1
user_005069,user_035166,1
user_005069,user_035517,1
user_005069,user_035015,1
user_005070,user_035007,1
user_005070,user_036390,2
user_005071,user_035007,1
user_005071,user_035486,1
user_005071,user_035506,1
user_005072,user_034104,1
user_005073,user_035151,1
user_005073,user_036370,4
user_005073,user_036166,2
user_005073,user_029391,1
user_005073,user_035482,1
user_005074,user_035037,1
user_005075,user_034104,3
user_005075,user_035068,1
user_005075,user_036391,1
user_005075,user_035889,1
user_005075,user_035090,1
user_005075,user_035063,1
user_005075,user_035127,1
user_005075,user_003668,1
user_005075,user_010453,1
user_005075,user_035011,1
user_005076,user_035947,1
user_005077,user_034104,1
user_005077,user_035110,1
user_005078,user_003414,1
user_005078,user_035011,1
user_005079,user_035056,1
user_005079,user_035014,1
user_005079,user_035011,1
user_005079,user_009001,1
user_005079,user_035202,1
user_005080,user_035247,1
user_005080,user_006248,1
user_005080,user_035102,1
user_005080,user_009001,1
user_005080,user_035071,1
user_005080,user_035007,2
user_005080,user_007246,1
user_005080,user_034104,1
user_005080,user_004563,1
user_005080,user_035056,3
user_005080,user_016186,1
user_005080,user_001440,1
user_005080,user_005792,1
user_005080,user_035104,1
user_005080,user_008328,1
user_005080,user_035029,1
user_005080,user_035291,1
user_005080,user_016110,1
user_005080,user_035200,1
user_005080,user_035132,1
user_005080,user_015376,1
user_005080,user_005929,1
user_005081,user_026103,1
user_005081,user_007257,1
user_005081,user_035240,3
user_005081,user_035474,1
user_005081,user_029391,1
user_005081,user_007215,1
user_005081,user_035912,1
user_005081,user_036156,1
user_005082,user_035094,1
user_005083,user_035411,1
user_005084,user_000214,1
user_005084,user_035013,1
user_005084,user_035075,1
user_005084,user_035038,1
user_005084,user_035014,1
user_005084,user_035016,1
user_005084,user_035015,1
user_005084,user_035173,1
user_005084,user_035063,1
user_005084,user_035056,1
user_005084,user_024781,1
user_005084,user_035007,1
user_005085,user_035623,1
user_005085,user_036392,1
user_005085,user_035445,1
user_005085,user_035028,1
user_005085,user_008592,1
user_005086,user_035007,1
user_005086,user_020711,1
user_005086,user_012386,1
user_005086,user_001768,1
user_005087,user_007246,1
user_005087,user_001768,1
user_005088,user_035056,1
user_005089,user_035090,1
user_005090,user_001839,1
user_005090,user_035009,2
user_005091,user_005091,2
user_005091,user_035066,1
user_005091,user_036393,1
user_005092,user_035007,1
user_005092,user_035046,1
user_005093,user_035048,1
user_005093,user_001099,2
user_005093,user_035195,1
user_005094,user_035625,1
user_005095,user_004563,1
user_005095,user_035007,1
user_005095,user_035220,1
user_005096,user_001768,1
user_005096,user_035211,1
user_005096,user_035287,1
user_005097,user_035136,1
user_005097,user_035185,1
user_005098,user_035798,2
user_005098,user_036368,1
user_005098,user_013734,2
user_005098,user_022217,1
user_005099,user_020711,1
user_005100,user_035894,1
user_005100,user_035246,1
user_005100,user_036082,1
user_005100,user_035094,1
user_005100,user_035182,1
user_005100,user_035031,1
user_005100,user_013734,1
user_005100,user_007215,1
user_005101,user_003069,1
user_005101,user_006046,1
user_005102,user_001890,1
user_005102,user_035090,1
user_005102,user_035298,1
user_005103,user_016033,1
user_005103,user_035306,1
user_005103,user_002252,2
user_005104,user_035052,1
user_005104,user_035090,1
user_005105,user_035711,1
user_005105,user_035404,1
user_005106,user_004563,1
user_005106,user_008328,1
user_005107,user_007246,2
user_005107,user_035028,1
user_005107,user_013817,1
user_005107,user_035009,1
user_005107,user_035102,1
user_005107,user_035195,1
user_005107,user_035020,1
user_005107,user_035029,1
user_005107,user_035312,1
user_005108,user_004563,1
user_005108,user_035052,1
user_005109,user_035052,1
user_005109,user_036394,1
user_005110,user_035103,1
user_005110,user_005792,1
user_005110,user_008328,1
user_005111,user_035152,1
user_005111,user_033133,1
user_005111,user_035182,1
user_005111,user_035225,1
user_005111,user_035067,1
user_005111,user_035150,1
user_005111,user_007060,1
user_005111,user_035186,1
user_005112,user_020711,2
user_005112,user_035102,1
user_005112,user_035195,1
user_005113,user_036395,1
user_005114,user_035011,1
user_005115,user_035523,1
user_005115,user_035007,1
user_005116,user_007415,1
user_005116,user_036396,1
user_005117,user_035752,1
user_005118,user_015376,1
user_005118,user_035147,1
user_005118,user_008001,1
user_005118,user_035037,1
user_005119,user_035013,1
user_005119,user_004563,1
user_005119,user_035007,2
user_005119,user_015376,1
user_005119,user_035195,1
user_005119,user_035085,1
user_005119,user_035010,1
user_005119,user_035060,1
user_005120,user_034104,1
user_005120,user_035063,1
user_005120,user_001768,3
user_005120,user_035805,1
user_005120,user_027470,1
user_005121,user_035056,1
user_005122,user_035664,1
user_005122,user_035007,1
user_005123,user_035294,1
user_005124,user_035007,2
user_005124,user_035195,5
user_005124,user_036358,1
user_005124,user_035201,1
user_005124,user_035020,1
user_005124,user_036397,1
user_005124,user_013093,2
user_005124,user_025835,6
user_005124,user_035383,1
user_005124,user_035105,1
user_005124,user_035016,1
user_005124,user_035847,1
user_005124,user_016033,1
user_005124,user_035245,1
user_005124,user_035551,1
user_005124,user_035698,1
user_005124,user_011556,1
user_005125,user_001768,1
user_005125,user_002252,1
user_005125,user_035069,1
user_005126,user_035020,1
user_005126,user_035026,1
user_005126,user_005792,1
user_005126,user_006721,1
user_005126,user_035314,1
user_005126,user_035013,1
user_005126,user_035105,2
user_005126,user_035072,1
user_005126,user_016033,1
user_005126,user_035015,1
user_005126,user_035298,1
user_005126,user_035062,2
user_005126,user_001725,2
user_005126,user_020968,1
user_005126,user_035973,1
user_005127,user_035013,1
user_005127,user_035056,1
user_005127,user_001922,1
user_005127,user_007504,1
user_005127,user_024229,1
user_005127,user_008941,2
user_005127,user_020711,3
user_005127,user_035075,1
user_005127,user_035557,1
user_005127,user_035028,1
user_005127,user_000214,1
user_005127,user_035007,1
user_005127,user_004563,1
user_005127,user_006259,1
user_005127,user_003835,1
user_005127,user_035046,1
user_005127,user_035233,1
user_005127,user_035389,1
user_005127,user_035463,1
user_005127,user_035029,1
user_005127,user_009001,1
user_005127,user_015907,1
user_005127,user_035086,1
user_005127,user_035020,1
user_005128,user_001768,1
user_005128,user_036398,1
user_005129,user_035039,1
user_005129,user_034104,3
user_005129,user_006248,1
user_005129,user_035232,1
user_005129,user_035102,1
user_005129,user_035063,1
user_005129,user_017300,1
user_005129,user_035264,1
user_005129,user_015376,1
user_005129,user_035463,1
user_005129,user_035011,1
user_005129,user_024781,1
user_005129,user_002252,1
user_005129,user_005255,1
user_005130,user_026103,1
user_005130,user_029391,1
user_005130,user_036307,1
user_005130,user_035017,1
user_005130,user_013734,1
user_005130,user_012135,1
user_005131,user_035417,1
user_005132,user_001491,1
user_005132,user_006248,1
user_005132,user_034104,1
user_005132,user_035764,2
user_005132,user_035039,1
user_005132,user_035966,1
user_005133,user_034104,1
user_005134,user_035048,1
user_005134,user_035052,1
user_005134,user_009001,1
user_005134,user_004522,1
user_005134,user_035193,1
user_005134,user_035069,1
user_005134,user_035164,1
user_005134,user_035104,1
user_005134,user_035177,1
user_005135,user_026103,1
user_005135,user_007060,2
user_005135,user_035395,1
user_005135,user_029391,1
user_005136,user_035281,1
user_005136,user_035011,1
user_005136,user_008105,2
user_005136,user_035097,1
user_005136,user_007246,1
user_005136,user_035026,1
user_005136,user_003974,1
user_005136,user_024580,1
user_005137,user_034104,5
user_005137,user_035076,1
user_005138,user_035066,1
user_005138,user_036399,1
user_005138,user_035960,1
user_005138,user_035187,1
user_005139,user_026103,1
user_005139,user_035032,1
user_005140,user_012386,1
user_005140,user_035090,1
user_005141,user_035007,1
user_005141,user_035246,1
user_005142,user_035079,1
user_005143,user_035011,1
user_005143,user_004344,1
user_005143,user_035039,1
user_005143,user_035417,1
user_005144,user_035039,1
user_005144,user_035104,1
user_005144,user_015376,1
user_005144,user_035349,1
user_005144,user_002252,1
user_005144,user_034104,1
user_005144,user_014376,1
user_005145,user_035183,1
user_005145,user_035136,1
user_005145,user_035066,1
user_005145,user_035250,1
user_005145,user_035716,1
user_005145,user_001538,1
user_005145,user_035152,1
user_005145,user_007186,1
user_005146,user_035182,1
user_005146,user_035067,1
user_005146,user_035023,1
user_005146,user_035225,1
user_005146,user_035094,1
user_005146,user_035241,1
user_005146,user_035250,1
user_005147,user_004344,1
user_005148,user_035075,1
user_005148,user_000214,1
user_005149,user_035040,4
user_005149,user_035321,1
user_005149,user_024912,1
user_005149,user_018558,2
user_005149,user_035528,1
user_005150,user_035624,1
user_005151,user_035032,3
user_005151,user_035751,1
user_005151,user_035157,1
user_005151,user_035241,1
user_005151,user_035187,1
user_005151,user_035953,1
user_005151,user_035930,1
user_005151,user_036271,1
user_005152,user_035007,1
user_005152,user_004563,1
user_005152,user_035523,1
user_005153,user_001440,1
user_005153,user_007246,1
user_005154,user_035812,1
user_005154,user_035351,1
user_005155,user_035471,1
user_005155,user_035183,1
user_005155,user_035023,1
user_005155,user_035262,1
user_005155,user_035151,1
user_005155,user_035067,1
user_005155,user_036261,1
user_005155,user_035187,1
user_005155,user_006092,1
user_005155,user_036400,1
user_005155,user_007060,1
user_005155,user_018201,1
user_005155,user_036345,1
user_005156,user_035570,1
user_005157,user_034948,1
user_005157,user_018598,1
user_005158,user_035079,1
user_005159,user_001440,1
user_005159,user_008001,1
user_005160,user_035174,1
user_005161,user_015376,1
user_005161,user_035667,1
user_005161,user_035258,1
user_005162,user_035290,1
user_005162,user_000214,1
user_005162,user_035011,1
user_005163,user_035056,1
user_005164,user_035090,1
user_005164,user_035292,1
user_005164,user_035047,1
user_005164,user_035127,1
user_005164,user_035072,1
user_005164,user_035210,1
user_005164,user_035105,1
user_005164,user_010788,1
user_005164,user_035059,1
user_005164,user_035180,1
user_005164,user_035971,1
user_005165,user_035445,1
user_005165,user_004344,1
user_005165,user_032935,1
user_005165,user_036392,1
user_005165,user_025869,1
user_005165,user_035007,1
user_005165,user_001839,1
user_005166,user_020711,1
user_005166,user_035056,1
user_005166,user_035039,1
user_005167,user_015376,1
user_005167,user_035440,1
user_005168,user_035486,1
user_005168,user_035029,1
user_005169,user_035478,1
user_005169,user_035182,1
user_005169,user_035535,1
user_005169,user_010438,1
user_005169,user_035865,1
user_005169,user_035067,2
user_005169,user_035023,1
user_005169,user_001288,1
user_005169,user_013734,1
user_005169,user_025667,1
user_005169,user_023372,1
user_005169,user_007244,2
user_005169,user_036401,2
user_005169,user_035472,1
user_005169,user_035105,2
user_005169,user_035152,1
user_005169,user_006092,1
user_005169,user_035032,1
user_005169,user_035338,1
user_005169,user_036274,1
user_005169,user_036399,1
user_005169,user_009801,1
user_005170,user_035044,1
user_005170,user_008328,1
user_005170,user_020711,1
user_005170,user_035132,1
user_005170,user_005792,1
user_005171,user_035090,1
user_005172,user_004344,1
user_005172,user_032029,1
user_005173,user_035171,1
user_005173,user_014634,1
user_005174,user_035298,1
user_005174,user_036402,1
user_005175,user_010438,1
user_005175,user_026100,1
user_005176,user_035211,1
user_005176,user_013817,1
user_005176,user_035072,1
user_005176,user_035015,1
user_005177,user_035013,1
user_005177,user_001491,1
user_005177,user_035011,1
user_005177,user_015301,1
user_005177,user_035102,2
user_005177,user_004563,2
user_005177,user_020711,5
user_005177,user_008328,1
user_005177,user_035029,2
user_005177,user_007246,1
user_005177,user_035193,1
user_005177,user_035210,1
user_005177,user_002071,1
user_005177,user_008105,1
user_005177,user_035009,1
user_005177,user_035346,1
user_005178,user_035225,1
user_005178,user_035031,1
user_005178,user_035137,1
user_005178,user_035404,1
user_005178,user_035151,1
user_005178,user_035262,1
user_005179,user_035007,1
user_005179,user_035373,1
user_005180,user_002192,1
user_005180,user_015376,1
user_005181,user_034104,1
user_005182,user_035090,1
user_005182,user_035056,1
user_005183,user_035085,1
user_005183,user_035011,1
user_005184,user_035011,1
user_005184,user_008941,1
user_005184,user_000113,1
user_005184,user_012051,1
user_005184,user_003069,1
user_005184,user_035210,1
user_005185,user_020711,1
user_005186,user_035068,1
user_005186,user_035007,1
user_005186,user_001440,1
user_005186,user_035291,1
user_005186,user_035105,1
user_005186,user_016033,1
user_005186,user_008967,1
user_005187,user_035069,1
user_005187,user_015376,1
user_005188,user_020711,1
user_005188,user_001768,1
user_005189,user_035658,1
user_005189,user_035031,1
user_005189,user_035136,1
user_005189,user_035798,1
user_005189,user_035094,1
user_005190,user_035318,1
user_005190,user_024293,1
user_005190,user_035066,1
user_005191,user_035472,1
user_005191,user_036307,1
user_005192,user_035171,1
user_005192,user_020711,1
user_005192,user_035744,1
user_005193,user_035011,1
user_005193,user_000956,1
user_005194,user_035988,5
user_005195,user_036237,1
user_005195,user_020904,1
user_005195,user_005195,1
user_005196,user_035007,2
user_005196,user_035245,1
user_005196,user_035389,1
user_005196,user_020711,4
user_005196,user_000214,1
user_005196,user_002261,1
user_005196,user_035029,1
user_005196,user_001839,1
user_005196,user_006046,2
user_005196,user_035409,1
user_005196,user_035300,1
user_005196,user_015376,1
user_005196,user_035062,1
user_005196,user_035016,1
user_005196,user_035060,1
user_005197,user_002126,1
user_005197,user_004344,1
user_005197,user_035044,1
user_005197,user_021982,1
user_005197,user_035320,1
user_005198,user_035052,1
user_005198,user_032106,1
user_005198,user_016186,1
user_005198,user_035021,1
user_005198,user_004563,2
user_005198,user_035020,1
user_005198,user_035173,1
user_005198,user_035235,1
user_005198,user_035195,1
user_005199,user_035007,1
user_005200,user_035037,1
user_005200,user_035220,1
user_005200,user_001768,1
user_005200,user_035232,1
user_005200,user_035011,2
user_005200,user_002252,2
user_005200,user_035389,1
user_005200,user_021059,1
user_005200,user_005929,1
user_005200,user_035352,1
user_005200,user_035104,1
user_005200,user_035164,1
user_005200,user_035421,1
user_005200,user_035090,1
user_005200,user_011083,1
user_005200,user_035133,1
user_005200,user_035354,1
user_005200,user_035009,1
user_005201,user_035044,1
user_005201,user_035007,1
user_005202,user_008001,1
user_005202,user_035110,1
user_005202,user_035048,1
user_005202,user_022979,1
user_005203,user_035068,1
user_005203,user_010276,1
user_005203,user_035195,1
user_005203,user_035019,1
user_005204,user_036190,1
user_005204,user_035492,1
user_005205,user_035941,1
user_005205,user_022979,2
user_005205,user_000211,1
user_005206,user_026103,1
user_005206,user_035240,1
user_005207,user_035028,1
user_005207,user_008941,2
user_005207,user_030636,1
user_005207,user_035009,2
user_005207,user_035437,1
user_005207,user_035018,1
user_005207,user_035195,1
user_005207,user_035248,1
user_005208,user_009001,1
user_005208,user_007842,1
user_005208,user_001451,1
user_005209,user_035011,1
user_005209,user_035070,1
user_005209,user_035039,1
user_005209,user_022979,1
user_005210,user_034104,1
user_005210,user_035032,1
user_005210,user_035607,1
user_005210,user_008105,1
user_005210,user_035628,1
user_005210,user_001491,1
user_005210,user_035170,1
user_005210,user_035339,1
user_005210,user_035504,1
user_005210,user_020722,1
user_005210,user_036205,1
user_005210,user_023995,1
user_005211,user_035171,1
user_005212,user_035097,1
user_005212,user_001099,1
user_005213,user_034104,9
user_005213,user_035063,1
user_005213,user_035527,1
user_005213,user_014732,1
user_005213,user_035039,1
user_005214,user_035174,1
user_005214,user_036144,1
user_005215,user_035082,1
user_005215,user_035079,1
user_005215,user_035573,1
user_005215,user_035020,1
user_005216,user_015376,1
user_005216,user_011939,1
user_005216,user_035056,2
user_005216,user_035195,1
user_005216,user_035985,1
user_005216,user_013817,1
user_005217,user_035079,1
user_005218,user_035147,1
user_005219,user_035185,1
user_005219,user_035182,1
user_005219,user_035024,1
user_005220,user_035404,1
user_005220,user_035511,1
user_005221,user_004344,1
user_005221,user_035060,1
user_005222,user_035048,1
user_005222,user_016033,1
user_005223,user_000214,1
user_005223,user_035020,1
user_005224,user_035007,1
user_005224,user_035039,1
user_005224,user_035051,1
user_005225,user_002252,1
user_005226,user_035090,1
user_005227,user_011657,1
user_005227,user_011216,1
user_005227,user_035110,1
user_005227,user_035734,1
user_005227,user_036403,1
user_005228,user_035257,2
user_005229,user_020511,1
user_005230,user_020634,1
user_005230,user_036404,1
user_005231,user_035037,1
user_005231,user_035069,1
user_005232,user_035264,1
user_005232,user_020711,1
user_005232,user_035011,3
user_005232,user_009936,1
user_005232,user_035162,2
user_005232,user_014732,3
user_005232,user_035039,1
user_005232,user_035349,1
user_005232,user_021059,1
user_005232,user_035322,2
user_005232,user_035170,1
user_005232,user_035195,1
user_005232,user_035029,1
user_005232,user_031136,1
user_005232,user_035445,1
user_005233,user_020711,1
user_005233,user_013817,1
user_005233,user_035102,1
user_005234,user_035232,1
user_005235,user_035183,1
user_005235,user_035066,1
user_005236,user_035281,1
user_005236,user_026100,1
user_005236,user_035032,2
user_005237,user_035102,1
user_005237,user_008328,1
user_005237,user_035029,1
user_005237,user_035068,1
user_005237,user_035090,1
user_005237,user_035233,1
user_005237,user_035195,3
user_005237,user_035489,1
user_005237,user_035132,1
user_005237,user_035046,2
user_005237,user_035354,1
user_005237,user_035051,1
user_005237,user_035234,1
user_005237,user_035016,1
user_005237,user_035009,4
user_005237,user_035015,1
user_005237,user_035127,1
user_005237,user_011487,1
user_005237,user_013817,1
user_005237,user_035072,1
user_005238,user_035090,1
user_005239,user_009001,1
user_005239,user_035876,1
user_005240,user_035050,1
user_005241,user_035094,1
user_005241,user_018201,1
user_005242,user_035052,1
user_005242,user_022979,1
user_005243,user_016496,1
user_005244,user_034104,1
user_005244,user_017648,1
user_005244,user_035552,1
user_005244,user_035193,1
user_005244,user_035039,1
user_005244,user_035447,1
user_005244,user_016186,1
user_005244,user_015376,1
user_005244,user_001768,1
user_005245,user_007246,1
user_005245,user_004344,1
user_005245,user_025869,1
user_005245,user_024229,1
user_005245,user_000214,2
user_005245,user_035245,1
user_005245,user_035104,1
user_005245,user_011939,1
user_005245,user_035064,1
user_005245,user_035047,1
user_005245,user_003705,1
user_005245,user_035036,1
user_005245,user_005792,1
user_005245,user_035328,1
user_005246,user_035044,1
user_005246,user_035050,1
user_005246,user_004344,1
user_005246,user_000214,1
user_005246,user_016110,1
user_005247,user_020511,1
user_005248,user_035240,1
user_005249,user_022726,2
user_005249,user_035105,1
user_005250,user_035007,1
user_005251,user_035183,1
user_005251,user_035182,1
user_005251,user_035094,1
user_005251,user_035139,1
user_005251,user_035067,2
user_005251,user_002674,1
user_005251,user_035151,1
user_005251,user_029264,1
user_005252,user_010247,1
user_005253,user_035102,2
user_005253,user_009001,1
user_005253,user_000896,1
user_005254,user_035377,1
user_005255,user_034104,3
user_005255,user_001768,1
user_005255,user_015376,1
user_005255,user_035011,1
user_005255,user_035048,1
user_005255,user_004344,1
user_005255,user_035237,1
user_005255,user_010453,1
user_005255,user_002126,1
user_005256,user_035056,2
user_005256,user_035195,1
user_005256,user_008328,1
user_005256,user_035173,1
user_005256,user_035521,1
user_005257,user_035151,1
user_005257,user_036405,1
user_005257,user_029391,1
user_005258,user_035056,1
user_005258,user_016033,1
user_005258,user_035216,1
user_005258,user_035417,1
user_005258,user_035104,1
user_005258,user_008328,1
user_005259,user_020711,2
user_005259,user_004344,1
user_005259,user_035096,1
user_005259,user_000214,1
user_005259,user_006259,1
user_005259,user_009001,1
user_005259,user_004563,1
user_005260,user_035174,1
user_005261,user_035090,1
user_005261,user_035056,1
user_005262,user_001538,1
user_005263,user_035023,1
user_005263,user_007186,1
user_005264,user_036115,1
user_005265,user_036118,1
user_005265,user_009001,1
user_005265,user_008105,1
user_005265,user_035072,1
user_005265,user_011048,1
user_005265,user_035234,1
user_005265,user_035018,1
user_005265,user_013817,1
user_005265,user_004563,1
user_005265,user_014076,1
user_005265,user_000896,1
user_005266,user_005266,2
user_005266,user_016033,1
user_005266,user_035007,1
user_005266,user_035237,1
user_005267,user_035225,1
user_005267,user_026103,1
user_005268,user_036283,1
user_005268,user_026103,1
user_005269,user_034104,1
user_005269,user_008001,1
user_005269,user_009962,1
user_005270,user_035071,1
user_005270,user_035220,1
user_005270,user_035056,1
user_005271,user_035071,1
user_005271,user_035056,1
user_005272,user_035052,1
user_005272,user_001768,1
user_005273,user_035258,1
user_005273,user_035053,2
user_005274,user_035069,1
user_005275,user_015376,1
user_005275,user_035007,1
user_005275,user_035028,1
user_005275,user_024229,1
user_005275,user_020711,2
user_005275,user_035026,1
user_005276,user_035527,1
user_005276,user_035011,1
user_005276,user_035069,1
user_005276,user_015376,1
user_005276,user_035082,1
user_005276,user_035264,1
user_005276,user_035429,1
user_005276,user_035104,1
user_005276,user_000214,1
user_005277,user_035045,1
user_005277,user_035052,1
user_005277,user_035451,1
user_005277,user_011939,1
user_005278,user_035012,1
user_005278,user_008124,1
user_005278,user_035108,1
user_005278,user_035147,1
user_005278,user_035580,1
user_005278,user_035011,1
user_005279,user_035725,1
user_005280,user_035249,1
user_005280,user_000211,1
user_005281,user_035404,2
user_005281,user_035954,1
user_005282,user_035011,1
user_005283,user_035007,2
user_005283,user_016186,1
user_005283,user_036328,1
user_005284,user_035151,1
user_005284,user_035150,1
user_005285,user_035011,1
user_005285,user_035052,1
user_005285,user_005792,1
user_005285,user_035133,1
user_005286,user_035255,2
user_005287,user_035069,1
user_005287,user_035162,1
user_005288,user_035013,1
user_005288,user_030793,1
user_005288,user_011487,1
user_005288,user_035044,1
user_005288,user_035019,1
user_005288,user_035179,1
user_005288,user_035215,1
user_005288,user_036406,2
user_005288,user_011765,1
user_005288,user_018187,1
user_005288,user_036308,1
user_005289,user_035102,1
user_005290,user_035011,1
user_005290,user_035060,1
user_005290,user_022979,1
user_005291,user_035094,1
user_005291,user_035576,1
user_005291,user_002674,1
user_005291,user_000460,1
user_005291,user_035377,1
user_005291,user_035646,1
user_005291,user_035182,1
user_005291,user_009990,1
user_005292,user_035052,1
user_005292,user_020711,1
user_005292,user_035010,1
user_005292,user_011765,1
user_005293,user_001491,1
user_005294,user_035056,1
